ID;Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Work;Service time;Age;Work load Average/day ;Hit target;Disciplinary failure;Education;Son;Social drinker;Social smoker;Pet;Weight;Height;Body mass index;Absenteeism time in hours;Data
270;6;8;4;1;184;42;7;27;265,615;94;0;1;0;0;0;0;58;167;21;8;04/08/2023
271;11;9;2;1;179;51;18;38;294,217;81;0;1;0;1;0;0;89;170;31;8;02/09/2023
272;23;9;6;1;179;51;18;38;294,217;81;0;1;0;1;0;0;89;170;31;3;06/09/2023
273;19;9;4;1;289;36;13;33;294,217;81;0;1;2;1;0;1;90;172;30;24;04/09/2023
274;0;9;5;1;235;20;13;43;294,217;81;1;1;1;1;0;0;106;167;38;0;05/09/2023
275;9;9;2;1;246;25;16;41;294,217;81;0;1;0;1;0;0;67;170;23;16;02/09/2023
276;28;9;3;1;291;31;12;40;294,217;81;0;1;1;1;0;1;73;171;25;3;03/09/2023
277;0;9;3;1;231;35;14;39;294,217;81;1;1;2;1;0;2;100;170;35;0;03/09/2023
278;0;9;3;1;291;50;12;32;294,217;81;1;1;0;1;0;0;65;169;23;0;03/09/2023
279;13;9;4;1;179;51;18;38;294,217;81;0;1;0;1;0;0;89;170;31;8;04/09/2023
280;9;9;4;1;246;25;16;41;294,217;81;0;1;0;1;0;0;67;170;23;32;04/09/2023
281;23;9;5;1;179;51;18;38;294,217;81;0;1;0;1;0;0;89;170;31;1;05/09/2023
282;28;9;6;1;291;31;12;40;294,217;81;0;1;1;1;0;1;73;171;25;4;06/09/2023
283;28;9;6;1;260;50;11;36;294,217;81;0;1;4;1;0;0;65;168;23;4;06/09/2023
284;26;9;4;4;235;20;13;43;294,217;81;0;1;1;1;0;0;106;167;38;8;04/09/2023
285;28;9;5;4;118;13;18;50;294,217;81;0;1;1;1;0;0;98;178;31;1;05/09/2023
286;0;9;5;4;235;20;13;43;294,217;81;1;1;1;1;0;0;106;167;38;0;05/09/2023
287;28;9;6;4;291;31;12;40;294,217;81;0;1;1;1;0;1;73;171;25;3;06/09/2023
288;7;9;2;4;291;31;12;40;294,217;81;0;1;1;1;0;1;73;171;25;40;02/09/2023
289;13;9;2;4;179;51;18;38;294,217;81;0;1;0;1;0;0;89;170;31;8;02/09/2023
290;24;10;2;4;289;36;13;33;265,017;88;0;1;2;1;0;1;90;172;30;8;02/10/2023
291;26;10;2;4;235;11;14;37;265,017;88;0;3;1;0;0;1;88;172;29;4;02/10/2023
292;26;10;2;4;289;36;13;33;265,017;88;0;1;2;1;0;1;90;172;30;8;02/10/2023
293;22;10;6;4;289;36;13;33;265,017;88;0;1;2;1;0;1;90;172;30;8;06/10/2023
294;0;10;6;4;118;13;18;50;265,017;88;1;1;1;1;0;0;98;178;31;0;06/10/2023
295;0;10;6;4;248;25;14;47;265,017;88;1;1;2;0;0;1;86;165;32;0;06/10/2023
296;1;10;2;4;179;26;9;30;265,017;88;0;3;0;0;0;0;56;171;19;8;02/10/2023
297;7;10;2;4;118;10;10;37;265,017;88;0;1;0;0;0;0;83;172;28;3;02/10/2023
298;22;10;2;4;369;17;12;31;265,017;88;0;1;3;1;0;0;70;169;25;8;02/10/2023
299;28;10;4;4;179;51;18;38;265,017;88;0;1;0;1;0;0;89;170;31;1;04/10/2023
300;1;10;4;4;179;26;9;30;265,017;88;0;3;0;0;0;0;56;171;19;64;04/10/2023
301;0;10;4;4;235;20;13;43;265,017;88;1;1;1;1;0;0;106;167;38;0;04/10/2023
302;19;10;5;4;289;36;13;33;265,017;88;0;1;2;1;0;1;90;172;30;16;05/10/2023
303;28;10;6;4;260;50;11;36;265,017;88;0;1;4;1;0;0;65;168;23;3;06/10/2023
304;0;10;6;4;235;20;13;43;265,017;88;1;1;1;1;0;0;106;167;38;0;06/10/2023
305;23;10;2;4;235;20;13;43;265,017;88;0;1;1;1;0;0;106;167;38;2;02/10/2023
306;23;10;2;4;235;20;13;43;265,017;88;0;1;1;1;0;0;106;167;38;2;02/10/2023
307;28;10;3;4;118;13;18;50;265,017;88;0;1;1;1;0;0;98;178;31;1;03/10/2023
308;28;10;3;4;291;31;12;40;265,017;88;0;1;1;1;0;1;73;171;25;4;03/10/2023
309;23;10;5;4;179;26;9;30;265,017;88;0;3;0;0;0;0;56;171;19;16;05/10/2023
310;28;10;5;4;118;13;18;50;265,017;88;0;1;1;1;0;0;98;178;31;1;05/10/2023
311;10;10;2;4;361;52;3;28;265,017;88;0;1;1;1;0;4;80;172;27;8;02/10/2023
312;0;10;3;4;260;50;11;36;265,017;88;1;1;4;1;0;0;65;168;23;0;03/10/2023
313;0;10;3;4;291;31;12;40;265,017;88;1;1;1;1;0;1;73;171;25;0;03/10/2023
314;0;10;3;4;157;27;6;29;265,017;88;1;1;0;1;1;0;75;185;22;0;03/10/2023
315;1;10;4;4;179;26;9;30;265,017;88;0;3;0;0;0;0;56;171;19;5;04/10/2023
316;7;10;4;4;179;26;9;30;265,017;88;0;3;0;0;0;0;56;171;19;5;04/10/2023
317;23;10;5;4;118;13;18;50;265,017;88;0;1;1;1;0;0;98;178;31;1;05/10/2023
318;11;11;2;4;118;10;10;37;284,031;97;0;1;0;0;0;0;83;172;28;8;02/11/2023
319;23;11;2;4;248;25;14;47;284,031;97;0;1;2;0;0;1;86;165;32;2;02/11/2023
320;6;11;3;4;179;51;18;38;284,031;97;0;1;0;1;0;0;89;170;31;8;03/11/2023
321;28;11;6;4;260;50;11;36;284,031;97;0;1;4;1;0;0;65;168;23;3;06/11/2023
322;23;11;2;4;291;31;12;40;284,031;97;0;1;1;1;0;1;73;171;25;1;02/11/2023
323;1;11;2;4;378;49;11;36;284,031;97;0;1;2;0;1;4;65;174;21;8;02/11/2023
324;11;11;2;4;155;12;14;34;284,031;97;0;1;2;1;0;0;95;196;25;120;02/11/2023
325;26;11;2;4;235;20;13;43;284,031;97;0;1;1;1;0;0;106;167;38;8;02/11/2023
326;0;11;3;4;330;16;4;28;284,031;97;1;2;0;0;0;0;84;182;25;0;03/11/2023
327;18;11;4;4;235;11;14;37;284,031;97;0;3;1;0;0;1;88;172;29;1;04/11/2023
328;11;11;4;4;118;10;10;37;284,031;97;0;1;0;0;0;0;83;172;28;3;04/11/2023
329;25;11;5;4;235;11;14;37;284,031;97;0;3;1;0;0;1;88;172;29;2;05/11/2023
330;28;11;5;4;179;51;18;38;284,031;97;0;1;0;1;0;0;89;170;31;3;05/11/2023
331;13;11;6;4;246;25;16;41;284,031;97;0;1;0;1;0;0;67;170;23;8;06/11/2023
332;12;11;6;4;291;31;12;40;284,031;97;0;1;1;1;0;1;73;171;25;4;06/11/2023
333;13;11;2;4;246;25;16;41;284,031;97;0;1;0;1;0;0;67;170;23;8;02/11/2023
334;28;11;3;4;179;51;18;38;284,031;97;0;1;0;1;0;0;89;170;31;1;03/11/2023
335;10;11;4;4;260;50;11;36;284,031;97;0;1;4;1;0;0;65;168;23;8;04/11/2023
336;15;11;6;4;260;50;11;36;284,031;97;0;1;4;1;0;0;65;168;23;8;06/11/2023
337;0;11;6;4;378;49;11;36;284,031;97;1;1;2;0;1;4;65;174;21;0;06/11/2023
338;0;11;3;4;279;5;14;39;284,031;97;1;1;2;1;1;0;68;168;24;0;03/11/2023
339;23;11;5;4;179;51;18;38;284,031;97;0;1;0;1;0;0;89;170;31;1;05/11/2023
340;12;12;2;4;225;26;9;28;236,629;93;0;1;1;0;0;2;69;169;24;3;02/12/2023
341;28;12;2;4;179;51;18;38;236,629;93;0;1;0;1;0;0;89;170;31;2;02/12/2023
342;28;12;2;4;179;51;18;38;236,629;93;0;1;0;1;0;0;89;170;31;1;02/12/2023
343;23;12;2;4;235;11;14;37;236,629;93;0;3;1;0;0;1;88;172;29;3;02/12/2023
344;28;12;3;4;118;13;18;50;236,629;93;0;1;1;1;0;0;98;178;31;1;03/12/2023
345;28;12;6;4;260;50;11;36;236,629;93;0;1;4;1;0;0;65;168;23;4;06/12/2023
346;4;12;5;4;246;25;16;41;236,629;93;0;1;0;1;0;0;67;170;23;8;05/12/2023
347;28;12;5;4;179;51;18;38;236,629;93;0;1;0;1;0;0;89;170;31;1;05/12/2023
348;28;12;6;4;179;51;18;38;236,629;93;0;1;0;1;0;0;89;170;31;1;06/12/2023
349;23;12;3;4;179;26;9;30;236,629;93;0;3;0;0;0;0;56;171;19;1;03/12/2023
350;25;12;3;4;118;10;10;37;236,629;93;0;1;0;0;0;0;83;172;28;8;03/12/2023
351;25;12;5;4;235;11;14;37;236,629;93;0;3;1;0;0;1;88;172;29;2;05/12/2023
352;28;12;6;4;179;51;18;38;236,629;93;0;1;0;1;0;0;89;170;31;1;06/12/2023
353;13;12;3;2;235;20;13;43;236,629;93;0;1;1;1;0;0;106;167;38;8;03/12/2023
354;14;12;3;2;235;11;14;37;236,629;93;0;3;1;0;0;1;88;172;29;4;03/12/2023
355;26;12;4;2;260;50;11;36;236,629;93;0;1;4;1;0;0;65;168;23;8;04/12/2023
356;28;12;2;2;157;27;6;29;236,629;93;0;1;0;1;1;0;75;185;22;2;02/12/2023
357;28;12;2;2;179;51;18;38;236,629;93;0;1;0;1;0;0;89;170;31;3;02/12/2023
358;19;12;2;2;289;36;13;33;236,629;93;0;1;2;1;0;1;90;172;30;8;02/12/2023
359;23;1;4;2;225;26;9;28;330,061;100;0;1;1;0;0;2;69;169;24;5;04/01/2023
360;19;1;2;2;118;10;10;37;330,061;100;0;1;0;0;0;0;83;172;28;32;02/01/2023
361;23;1;2;2;155;12;14;34;330,061;100;0;1;2;1;0;0;95;196;25;2;02/01/2023
362;13;1;3;2;235;11;14;37;330,061;100;0;3;1;0;0;1;88;172;29;1;03/01/2023
363;23;1;3;2;155;12;14;34;330,061;100;0;1;2;1;0;0;95;196;25;4;03/01/2023
364;26;1;2;2;289;36;13;33;330,061;100;0;1;2;1;0;1;90;172;30;8;02/01/2023
365;3;1;4;2;291;31;12;40;330,061;100;0;1;1;1;0;1;73;171;25;8;04/01/2023
366;26;1;2;2;235;20;13;43;330,061;100;0;1;1;1;0;0;106;167;38;8;02/01/2023
367;26;1;2;2;118;13;18;50;330,061;100;0;1;1;1;0;0;98;178;31;4;02/01/2023
368;28;1;4;2;179;51;18;38;330,061;100;0;1;0;1;0;0;89;170;31;1;04/01/2023
369;28;1;6;2;179;51;18;38;330,061;100;0;1;0;1;0;0;89;170;31;1;06/01/2023
370;28;2;3;2;118;10;10;37;251,818;96;0;1;0;0;0;0;83;172;28;2;03/02/2023
371;27;2;4;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;04/02/2023
372;7;2;4;2;225;26;9;28;251,818;96;0;1;1;0;0;2;69;169;24;1;04/02/2023
373;22;2;6;2;289;36;13;33;251,818;96;0;1;2;1;0;1;90;172;30;3;06/02/2023
374;28;2;6;2;260;50;11;36;251,818;96;0;1;4;1;0;0;65;168;23;3;06/02/2023
375;23;2;6;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;06/02/2023
376;27;2;2;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;2;02/02/2023
377;27;2;4;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;04/02/2023
378;10;2;5;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;8;05/02/2023
379;26;2;5;2;246;25;16;41;251,818;96;0;1;0;1;0;0;67;170;23;8;05/02/2023
380;27;2;6;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;06/02/2023
381;22;2;2;2;189;29;13;33;251,818;96;0;1;2;0;0;2;69;167;25;8;02/02/2023
382;27;2;2;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;02/02/2023
383;23;2;3;2;246;25;16;41;251,818;96;0;1;0;1;0;0;67;170;23;2;03/02/2023
384;23;2;3;2;291;31;12;40;251,818;96;0;1;1;1;0;1;73;171;25;2;03/02/2023
385;11;2;4;2;157;27;6;29;251,818;96;0;1;0;1;1;0;75;185;22;16;04/02/2023
386;27;2;4;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;04/02/2023
387;27;2;6;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;06/02/2023
388;10;2;6;2;246;25;16;41;251,818;96;0;1;0;1;0;0;67;170;23;24;06/02/2023
389;27;2;4;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;04/02/2023
390;27;2;6;2;179;51;18;38;251,818;96;0;1;0;1;0;0;89;170;31;3;06/02/2023
391;18;3;3;2;118;10;10;37;244,387;98;0;1;0;0;0;0;83;172;28;8;03/03/2023
392;19;3;4;2;246;25;16;41;244,387;98;0;1;0;1;0;0;67;170;23;16;04/03/2023
393;28;3;6;2;246;25;16;41;244,387;98;0;1;0;1;0;0;67;170;23;2;06/03/2023
394;28;3;6;2;260;50;11;36;244,387;98;0;1;4;1;0;0;65;168;23;4;06/03/2023
395;28;3;2;2;179;51;18;38;244,387;98;0;1;0;1;0;0;89;170;31;2;02/03/2023
396;22;3;2;2;235;11;14;37;244,387;98;0;3;1;0;0;1;88;172;29;8;02/03/2023
397;22;3;3;2;179;22;17;40;244,387;98;0;2;2;0;1;0;63;170;22;8;03/03/2023
398;22;3;3;2;378;49;11;36;244,387;98;0;1;2;0;1;4;65;174;21;8;03/03/2023
399;28;3;2;2;179;51;18;38;244,387;98;0;1;0;1;0;0;89;170;31;16;02/03/2023
400;22;3;4;2;361;52;3;28;244,387;98;0;1;1;1;0;4;80;172;27;8;04/03/2023
401;0;3;4;2;369;17;12;31;244,387;98;1;1;3;1;0;0;70;169;25;0;04/03/2023
402;21;3;5;2;235;11;14;37;244,387;98;0;3;1;0;0;1;88;172;29;8;05/03/2023
403;23;3;6;3;118;13;18;50;244,387;98;0;1;1;1;0;0;98;178;31;2;06/03/2023
404;14;3;3;3;118;13;18;50;244,387;98;0;1;1;1;0;0;98;178;31;3;03/03/2023
405;13;3;4;3;118;13;18;50;244,387;98;0;1;1;1;0;0;98;178;31;8;04/03/2023
406;0;3;5;3;235;11;14;37;244,387;98;1;3;1;0;0;1;88;172;29;0;05/03/2023
407;0;3;5;3;246;25;16;41;244,387;98;1;1;0;1;0;0;67;170;23;0;05/03/2023
408;0;3;5;3;118;13;18;50;244,387;98;1;1;1;1;0;0;98;178;31;0;05/03/2023
409;28;3;6;3;179;51;18;38;244,387;98;0;1;0;1;0;0;89;170;31;8;06/03/2023
410;22;3;6;3;289;36;13;33;244,387;98;0;1;2;1;0;1;90;172;30;8;06/03/2023
411;19;3;2;3;260;50;11;36;244,387;98;0;1;4;1;0;0;65;168;23;8;02/03/2023
412;28;3;3;3;246;25;16;41;244,387;98;0;1;0;1;0;0;67;170;23;2;03/03/2023
413;28;4;4;3;179;51;18;38;239,409;98;0;1;0;1;0;0;89;170;31;4;04/04/2023
414;28;4;6;3;260;50;11;36;239,409;98;0;1;4;1;0;0;65;168;23;3;06/04/2023
415;26;4;6;3;330;16;4;28;239,409;98;0;2;0;0;0;0;84;182;25;4;06/04/2023
416;22;4;2;3;369;17;12;31;239,409;98;0;1;3;1;0;0;70;169;25;4;02/04/2023
417;26;4;2;3;248;25;14;47;239,409;98;0;1;2;0;0;1;86;165;32;4;02/04/2023
418;23;4;4;3;330;16;4;28;239,409;98;0;2;0;0;0;0;84;182;25;8;04/04/2023
419;28;4;4;3;179;51;18;38;239,409;98;0;1;0;1;0;0;89;170;31;8;04/04/2023
420;23;4;2;3;118;13;18;50;239,409;98;0;1;1;1;0;0;98;178;31;1;02/04/2023
421;13;4;4;3;118;13;18;50;239,409;98;0;1;1;1;0;0;98;178;31;120;04/04/2023
422;28;4;6;3;300;26;13;43;239,409;98;0;1;2;1;1;1;77;175;25;8;06/04/2023
423;28;4;6;3;260;50;11;36;239,409;98;0;1;4;1;0;0;65;168;23;4;06/04/2023
424;28;4;2;3;179;51;18;38;239,409;98;0;1;0;1;0;0;89;170;31;4;02/04/2023
425;11;4;4;3;118;10;10;37;239,409;98;0;1;0;0;0;0;83;172;28;2;04/04/2023
426;13;5;2;3;235;20;13;43;246,074;99;0;1;1;1;0;0;106;167;38;16;02/05/2023
427;23;5;4;3;248;25;14;47;246,074;99;0;1;2;0;0;1;86;165;32;2;04/05/2023
428;10;5;2;3;369;17;12;31;246,074;99;0;1;3;1;0;0;70;169;25;8;02/05/2023
429;23;5;4;3;179;26;9;30;246,074;99;0;3;0;0;0;0;56;171;19;3;04/05/2023
430;28;5;4;3;179;51;18;38;246,074;99;0;1;0;1;0;0;89;170;31;4;04/05/2023
431;23;5;5;3;361;52;3;28;246,074;99;0;1;1;1;0;4;80;172;27;1;05/05/2023
432;28;5;6;3;260;50;11;36;246,074;99;0;1;4;1;0;0;65;168;23;3;06/05/2023
433;11;5;2;3;179;22;17;40;246,074;99;0;2;2;0;1;0;63;170;22;2;02/05/2023
434;8;5;2;3;179;22;17;40;246,074;99;0;2;2;0;1;0;63;170;22;3;02/05/2023
435;18;5;4;3;228;14;16;58;246,074;99;0;1;2;0;0;1;65;172;22;8;04/05/2023
436;25;5;4;3;225;26;9;28;246,074;99;0;1;1;0;0;2;69;169;24;3;04/05/2023
437;13;5;6;3;330;16;4;28;246,074;99;0;2;0;0;0;0;84;182;25;8;06/05/2023
438;25;5;2;3;179;26;9;30;246,074;99;0;3;0;0;0;0;56;171;19;2;02/05/2023
439;28;5;2;3;118;10;10;37;246,074;99;0;1;0;0;0;0;83;172;28;1;02/05/2023
440;1;5;2;3;235;11;14;37;246,074;99;0;3;1;0;0;1;88;172;29;8;02/05/2023
441;23;5;4;3;179;26;9;30;246,074;99;0;3;0;0;0;0;56;171;19;3;04/05/2023
442;23;6;2;3;118;10;10;37;253,957;95;0;1;0;0;0;0;83;172;28;3;02/06/2023
443;28;6;2;3;179;51;18;38;253,957;95;0;1;0;1;0;0;89;170;31;3;02/06/2023
444;28;6;3;3;118;10;10;37;253,957;95;0;1;0;0;0;0;83;172;28;2;03/06/2023
445;23;6;5;3;225;26;9;28;253,957;95;0;1;1;0;0;2;69;169;24;4;05/06/2023
446;28;6;6;3;260;50;11;36;253,957;95;0;1;4;1;0;0;65;168;23;4;06/06/2023
447;0;6;6;3;179;51;18;38;253,957;95;1;1;0;1;0;0;89;170;31;0;06/06/2023
448;13;6;2;3;291;31;12;40;253,957;95;0;1;1;1;0;1;73;171;25;40;02/06/2023
449;28;6;2;3;179;51;18;38;253,957;95;0;1;0;1;0;0;89;170;31;24;02/06/2023
450;28;6;3;3;246;25;16;41;253,957;95;0;1;0;1;0;0;67;170;23;3;03/06/2023
451;28;6;2;3;179;51;18;38;253,957;95;0;1;0;1;0;0;89;170;31;4;02/06/2023
452;26;6;3;3;235;20;13;43;253,957;95;0;1;1;1;0;0;106;167;38;8;03/06/2023
453;28;6;2;1;179;51;18;38;253,957;95;0;1;0;1;0;0;89;170;31;2;02/06/2023
454;23;6;4;1;225;26;9;28;253,957;95;0;1;1;0;0;2;69;169;24;2;04/06/2023
455;23;6;4;1;118;13;18;50;253,957;95;0;1;1;1;0;0;98;178;31;2;04/06/2023
456;5;6;4;1;179;51;18;38;253,957;95;0;1;0;1;0;0;89;170;31;8;04/06/2023
457;21;6;4;1;179;26;9;30;253,957;95;0;3;0;0;0;0;56;171;19;2;04/06/2023
458;28;6;6;1;246;25;16;41;253,957;95;0;1;0;1;0;0;67;170;23;2;06/06/2023
459;11;6;3;1;330;16;4;28;253,957;95;0;2;0;0;0;0;84;182;25;1;03/06/2023
460;13;6;3;1;235;11;14;37;253,957;95;0;3;1;0;0;1;88;172;29;8;03/06/2023
461;23;7;5;1;179;26;9;30;230,29;92;0;3;0;0;0;0;56;171;19;2;05/07/2023
462;25;7;5;1;225;26;9;28;230,29;92;0;1;1;0;0;2;69;169;24;4;05/07/2023
463;13;7;6;1;260;50;11;36;230,29;92;0;1;4;1;0;0;65;168;23;8;06/07/2023
464;7;7;2;1;268;11;8;33;230,29;92;0;2;0;0;0;0;79;178;25;8;02/07/2023
465;25;7;6;1;330;16;4;28;230,29;92;0;2;0;0;0;0;84;182;25;8;06/07/2023
466;26;7;6;1;118;10;10;37;230,29;92;0;1;0;0;0;0;83;172;28;8;06/07/2023
467;26;7;2;1;260;50;11;36;230,29;92;0;1;4;1;0;0;65;168;23;4;02/07/2023
468;28;7;3;1;118;10;10;37;230,29;92;0;1;0;0;0;0;83;172;28;8;03/07/2023
469;15;7;2;1;300;26;13;43;230,29;92;0;1;2;1;1;1;77;175;25;8;02/07/2023
470;23;7;2;1;235;29;12;48;230,29;92;0;1;1;0;1;5;88;163;33;1;02/07/2023
471;28;7;3;1;246;25;16;41;230,29;92;0;1;0;1;0;0;67;170;23;2;03/07/2023
472;9;7;3;1;225;26;9;28;230,29;92;0;1;1;0;0;2;69;169;24;112;03/07/2023
473;28;7;3;1;179;51;18;38;230,29;92;0;1;0;1;0;0;89;170;31;1;03/07/2023
474;23;7;6;1;118;13;18;50;230,29;92;0;1;1;1;0;0;98;178;31;1;06/07/2023
475;22;7;6;1;361;52;3;28;230,29;92;0;1;1;1;0;4;80;172;27;8;06/07/2023
476;22;7;2;1;289;36;13;33;230,29;92;0;1;2;1;0;1;90;172;30;8;02/07/2023
477;26;7;2;1;235;20;13;43;230,29;92;0;1;1;1;0;0;106;167;38;8;02/07/2023
478;28;7;3;1;246;25;16;41;230,29;92;0;1;0;1;0;0;67;170;23;2;03/07/2023
479;28;7;5;1;291;31;12;40;230,29;92;0;1;1;1;0;1;73;171;25;1;05/07/2023
480;23;7;5;1;279;5;14;39;230,29;92;0;1;2;1;1;0;68;168;24;2;05/07/2023
481;25;8;5;1;179;51;18;38;249,797;93;0;1;0;1;0;0;89;170;31;4;05/08/2023
482;25;8;2;1;179;22;17;40;249,797;93;0;2;2;0;1;0;63;170;22;1;02/08/2023
483;28;8;3;1;246;25;16;41;249,797;93;0;1;0;1;0;0;67;170;23;4;03/08/2023
484;28;8;3;1;118;10;10;37;249,797;93;0;1;0;0;0;0;83;172;28;4;03/08/2023
485;26;8;3;1;289;36;13;33;249,797;93;0;1;2;1;0;1;90;172;30;8;03/08/2023
486;26;8;3;1;235;20;13;43;249,797;93;0;1;1;1;0;0;106;167;38;8;03/08/2023
487;28;8;5;1;291;31;12;40;249,797;93;0;1;1;1;0;1;73;171;25;4;05/08/2023
488;25;8;2;1;179;51;18;38;249,797;93;0;1;0;1;0;0;89;170;31;4;02/08/2023
489;25;8;3;1;179;22;17;40;249,797;93;0;2;2;0;1;0;63;170;22;8;03/08/2023
490;23;8;5;1;330;16;4;28;249,797;93;0;2;0;0;0;0;84;182;25;16;05/08/2023
491;23;8;3;1;235;11;14;37;249,797;93;0;3;1;0;0;1;88;172;29;4;03/08/2023
492;28;8;3;1;246;25;16;41;249,797;93;0;1;0;1;0;0;67;170;23;1;03/08/2023
493;28;8;3;1;118;10;10;37;249,797;93;0;1;0;0;0;0;83;172;28;5;03/08/2023
494;28;8;5;1;291;31;12;40;249,797;93;0;1;1;1;0;1;73;171;25;2;05/08/2023
495;28;8;2;1;260;50;11;36;249,797;93;0;1;4;1;0;0;65;168;23;3;02/08/2023
496;28;9;3;1;246;25;16;41;261,756;87;0;1;0;1;0;0;67;170;23;1;03/09/2023
497;28;9;3;1;246;25;16;41;261,756;87;0;1;0;1;0;0;67;170;23;1;03/09/2023
498;28;9;3;1;118;10;10;37;261,756;87;0;1;0;0;0;0;83;172;28;3;03/09/2023
499;23;9;3;1;155;12;14;34;261,756;87;0;1;2;1;0;0;95;196;25;2;03/09/2023
500;28;9;5;1;291;31;12;40;261,756;87;0;1;1;1;0;1;73;171;25;2;05/09/2023
501;23;9;6;1;179;26;9;30;261,756;87;0;3;0;0;0;0;56;171;19;8;06/09/2023
502;23;9;6;1;248;25;14;47;261,756;87;0;1;2;0;0;1;86;165;32;1;06/09/2023
503;23;9;2;1;179;51;18;38;261,756;87;0;1;0;1;0;0;89;170;31;4;02/09/2023
504;23;9;4;1;225;26;9;28;261,756;87;0;1;1;0;0;2;69;169;24;1;04/09/2023
505;23;9;2;1;179;26;9;30;261,756;87;0;3;0;0;0;0;56;171;19;2;02/09/2023
506;23;9;3;4;369;17;12;31;261,756;87;0;1;3;1;0;0;70;169;25;8;03/09/2023
507;22;9;3;4;361;52;3;28;261,756;87;0;1;1;1;0;4;80;172;27;8;03/09/2023
508;4;10;5;4;289;48;29;49;284,853;91;0;1;0;0;0;2;108;172;36;1;05/10/2023
509;11;10;5;4;235;16;8;32;284,853;91;0;3;0;0;0;0;75;178;25;3;05/10/2023
510;26;10;6;4;246;25;16;41;284,853;91;0;1;0;1;0;0;67;170;23;8;06/10/2023
511;14;10;4;4;289;48;29;49;284,853;91;0;1;0;0;0;2;108;172;36;3;04/10/2023
512;28;10;4;4;291;31;12;40;284,853;91;0;1;1;1;0;1;73;171;25;2;04/10/2023
513;23;10;3;4;118;10;10;37;284,853;91;0;1;0;0;0;0;83;172;28;2;03/10/2023
514;23;10;5;4;289;48;29;49;284,853;91;0;1;0;0;0;2;108;172;36;2;05/10/2023
515;23;10;6;4;291;31;12;40;284,853;91;0;1;1;1;0;1;73;171;25;1;06/10/2023
516;23;10;3;4;225;26;9;28;284,853;91;0;1;1;0;0;2;69;169;24;2;03/10/2023
517;23;10;3;4;369;17;12;31;284,853;91;0;1;3;1;0;0;70;169;25;8;03/10/2023
518;23;10;3;4;369;17;12;31;284,853;91;0;1;3;1;0;0;70;169;25;3;03/10/2023
519;23;10;3;4;225;26;9;28;284,853;91;0;1;1;0;0;2;69;169;24;4;03/10/2023
520;26;10;3;4;369;17;12;31;284,853;91;0;1;3;1;0;0;70;169;25;8;03/10/2023
521;28;10;4;4;179;51;18;38;284,853;91;0;1;0;1;0;0;89;170;31;3;04/10/2023
522;1;10;4;4;228;14;16;58;284,853;91;0;1;2;0;0;1;65;172;22;1;04/10/2023
523;23;10;4;4;291;31;12;40;284,853;91;0;1;1;1;0;1;73;171;25;1;04/10/2023
524;10;10;5;4;369;17;12;31;284,853;91;0;1;3;1;0;0;70;169;25;8;05/10/2023
525;13;10;5;4;225;26;9;28;284,853;91;0;1;1;0;0;2;69;169;24;1;05/10/2023
526;10;10;6;4;369;17;12;31;284,853;91;0;1;3;1;0;0;70;169;25;8;06/10/2023
527;10;10;6;4;225;26;9;28;284,853;91;0;1;1;0;0;2;69;169;24;3;06/10/2023
528;23;10;2;4;189;29;13;33;284,853;91;0;1;2;0;0;2;69;167;25;8;02/10/2023
529;6;10;2;4;235;16;8;32;284,853;91;0;3;0;0;0;0;75;178;25;8;02/10/2023
530;10;10;2;4;248;25;14;47;284,853;91;0;1;2;0;0;1;86;165;32;8;02/10/2023
531;0;10;2;4;225;26;9;28;284,853;91;1;1;1;0;0;2;69;169;24;0;02/10/2023
532;13;10;3;4;225;26;9;28;284,853;91;0;1;1;0;0;2;69;169;24;3;03/10/2023
533;21;11;3;4;179;51;18;38;268,519;93;0;1;0;1;0;0;89;170;31;1;03/11/2023
534;28;11;4;4;118;10;10;37;268,519;93;0;1;0;0;0;0;83;172;28;3;04/11/2023
535;2;11;4;4;330;16;4;28;268,519;93;0;2;0;0;0;0;84;182;25;24;04/11/2023
536;28;11;6;4;179;51;18;38;268,519;93;0;1;0;1;0;0;89;170;31;1;06/11/2023
537;9;11;3;4;118;10;10;37;268,519;93;0;1;0;0;0;0;83;172;28;8;03/11/2023
538;24;11;4;4;289;36;13;33;268,519;93;0;1;2;1;0;1;90;172;30;8;04/11/2023
539;1;11;6;4;235;16;8;32;268,519;93;0;3;0;0;0;0;75;178;25;8;06/11/2023
540;23;11;6;4;225;26;9;28;268,519;93;0;1;1;0;0;2;69;169;24;4;06/11/2023
541;22;11;3;4;361;52;3;28;268,519;93;0;1;1;1;0;4;80;172;27;8;03/11/2023
